EA,CLS,SENT,ASP
LAPTOP#GENERAL,1,i am enjoying it and the quality it provides is great !,general
LAPTOP#QUALITY,1,i am enjoying it and the quality it provides is great !,quality
COMPANY#GENERAL,1,"toshiba is a great brand , even though i have n't had it for a long time , i am very happy with it !",general
LAPTOP#GENERAL,1,"toshiba is a great brand , even though i have n't had it for a long time , i am very happy with it !",general
DISPLAY#QUALITY,1,"the screen graphics and clarity , and sharpness are great .",quality
LAPTOP#GENERAL,1,i 've already recommended this laptop to a friend who eye 'd the computer when i took it out of my bag .,general
LAPTOP#GENERAL,1,i like the laptop overall .,general
MOUSE#OPERATION_PERFORMANCE,-1,the only thing i can say is that the touch pad doesnt work like it should all the time .,performance
MOUSE#OPERATION_PERFORMANCE,-1,sometimes you really have to tap the pad to get it to work,performance
MOUSE#USABILITY,-1,sometimes you really have to tap the pad to get it to work,usability
LAPTOP#GENERAL,1,this is a great little computer for the price .,general
LAPTOP#PRICE,0,this is a great little computer for the price .,price
LAPTOP#USABILITY,1,"simple to use , and great graphics .",usability
GRAPHICS#GENERAL,1,"simple to use , and great graphics .",general
LAPTOP#MISCELLANEOUS,1,it has everything i would need for a home computer .,miscellaneous
LAPTOP#GENERAL,1,i 'm very impressed .,general
LAPTOP#QUALITY,1,it was secure and easy to navigate .,quality
LAPTOP#USABILITY,1,it was secure and easy to navigate .,usability
LAPTOP#GENERAL,1,it is everything that i would want in a computer .,general
LAPTOP#DESIGN_FEATURES,1,"besides the great look , it is a great machine .",design
LAPTOP#GENERAL,1,"besides the great look , it is a great machine .",general
COMPANY#GENERAL,1,once again apple stands alone at the top of the charts .,general
LAPTOP#GENERAL,1,"i enjoy very much my new toshiba , purchased specifially for attending online schooling .",general
LAPTOP#USABILITY,1,"i have found it very easy to use , very imformative , wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs .",usability
LAPTOP#CONNECTIVITY,1,"i have found also , it is very easy to be able to access wireless internet access ; without having to have extra equipment and/or complicated routes to take to be able to do so .",connectivity
LAPTOP#DESIGN_FEATURES,1,"i also love the small , convenient size of my laptop , making it a perfect tool for my academic studies .",design
LAPTOP#USABILITY,1,"i also love the small , convenient size of my laptop , making it a perfect tool for my academic studies .",usability
LAPTOP#MISCELLANEOUS,1,"i also love the small , convenient size of my laptop , making it a perfect tool for my academic studies .",miscellaneous
LAPTOP#GENERAL,1,i am very pleased with my purchase !,general
LAPTOP#GENERAL,1,this laptop serves all my needs .,general
DISPLAY#DESIGN_FEATURES,1,screen size is perfect for portable use in any environment .,design
LAPTOP#PORTABILITY,1,screen size is perfect for portable use in any environment .,portability
LAPTOP#PRICE,1,price and purpose is awesome !,price
LAPTOP#MISCELLANEOUS,1,price and purpose is awesome !,miscellaneous
LAPTOP#OPERATION_PERFORMANCE,1,i have been very pleased with the performance of this laptop .,performance
BATTERY#OPERATION_PERFORMANCE,1,"the battery life seems to be very good , and have had no issues with it .",performance
LAPTOP#GENERAL,1,great product .,general
LAPTOP#USABILITY,1,the laptop was very easy to set up .,usability
LAPTOP#USABILITY,1,everything was so easy .,usability
LAPTOP#USABILITY,1,they were able to set-up with labtops themselves within a few minutes .,usability
LAPTOP#CONNECTIVITY,1,it works fine with our wireless and they 've had not problems .,connectivity
LAPTOP#GENERAL,1,it works fine with our wireless and they 've had not problems .,general
LAPTOP#GENERAL,1,it 's a great product for a great price !,general
LAPTOP#PRICE,1,it 's a great product for a great price !,price
LAPTOP#GENERAL,1,"waited on getting this computer , but it has been a great change .",general
LAPTOP#USABILITY,1,ease of use is just one of the benefits i love about my mac .,usability
SUPPORT#QUALITY,1,the service i received from toshiba went above and beyond the call of duty .,quality
LAPTOP#OPERATION_PERFORMANCE,1,"my friend reports the notebook is astonishing in performance , picture quality , and ease of use .",performance
DISPLAY#QUALITY,1,"my friend reports the notebook is astonishing in performance , picture quality , and ease of use .",quality
LAPTOP#USABILITY,1,"my friend reports the notebook is astonishing in performance , picture quality , and ease of use .",usability
LAPTOP#PORTABILITY,1,it is extremely portable and easily connects to wifi at the library and elsewhere .,portability
LAPTOP#CONNECTIVITY,1,it is extremely portable and easily connects to wifi at the library and elsewhere .,connectivity
LAPTOP#GENERAL,1,just what the doctor ordered .,general
SUPPORT#GENERAL,1,i can not be happier with the service or product .,general
LAPTOP#GENERAL,1,i can not be happier with the service or product .,general
POWER_SUPPLY#QUALITY,-1,power supply went bad after 2 weeks --,quality
SUPPORT#QUALITY,-1,after much effort and 10 days asus replaced it,quality
LAPTOP#CONNECTIVITY,-1,the wifi is very weak .,connectivity
LAPTOP#GENERAL,-1,summary : spend your money elsewhere,general
LAPTOP#DESIGN_FEATURES,1,this is a nicely sized laptop with lots of processing power and long battery life .,design
CPU#OPERATION_PERFORMANCE,1,this is a nicely sized laptop with lots of processing power and long battery life .,performance
BATTERY#OPERATION_PERFORMANCE,1,this is a nicely sized laptop with lots of processing power and long battery life .,performance
LAPTOP#GENERAL,1,love it so far .,general
LAPTOP#OPERATION_PERFORMANCE,1,the toshiba net book operates very well .,performance
OS#MISCELLANEOUS,-1,the only objection i have is that after you buy it the windows 7 system is a starter and charges for the upgrade .,miscellaneous
LAPTOP#GENERAL,1,"i bought this netbook for traveling , and it 's great - light , functional , and meets my needs .",general
LAPTOP#DESIGN_FEATURES,1,"i bought this netbook for traveling , and it 's great - light , functional , and meets my needs .",design
LAPTOP#PORTABILITY,1,"i bought this netbook for traveling , and it 's great - light , functional , and meets my needs .",portability
LAPTOP#OPERATION_PERFORMANCE,1,"i bought this netbook for traveling , and it 's great - light , functional , and meets my needs .",performance
MOUSE#OPERATION_PERFORMANCE,-1,"the touchpad is extremely sensitive , which is the only drawback .",performance
LAPTOP#GENERAL,1,"the touchpad is extremely sensitive , which is the only drawback .",general
LAPTOP#GENERAL,1,"otherwise , i love it !",general
LAPTOP#PRICE,-1,i was n't really sure i wanted to spend that kind of money !,price
LAPTOP#GENERAL,1,it was a great deal after all .,general
LAPTOP#PRICE,1,it was a great deal after all .,price
LAPTOP#GENERAL,1,i love it !,general
LAPTOP#GENERAL,1,i should have bought one a long time ago .,general
LAPTOP#GENERAL,0,not enough time for me to give it 5 stars !,general
LAPTOP#GENERAL,1,"i 've had the macbook pro 15 for about three weeks , and it really is a great computer .",general
OS#USABILITY,0,i have only had pcs with windows before so this takes a little getting use to .,usability
KEYBOARD#QUALITY,1,the real stand out on this computer is the feel of the keyboard and it 's speed .,quality
LAPTOP#OPERATION_PERFORMANCE,1,the real stand out on this computer is the feel of the keyboard and it 's speed .,performance
LAPTOP#OPERATION_PERFORMANCE,1,"it is fast booting up , shutting down , and connection with the internet .",performance
LAPTOP#CONNECTIVITY,1,"it is fast booting up , shutting down , and connection with the internet .",connectivity
LAPTOP#MISCELLANEOUS,-1,the one thing i wish it had was a detailed hardcopy manuel .,miscellaneous
LAPTOP#MISCELLANEOUS,0,"i think the manual is somewhere on the hard drive , but i rather have a hard copy .",miscellaneous
LAPTOP#MISCELLANEOUS,1,"if what you need is a machine to do some surfing , email checking , word processing , and watching a movie or two , this is the machine you want .",miscellaneous
LAPTOP#PRICE,1,it 's priced very reasonable and works very well right out of the box .,price
LAPTOP#OPERATION_PERFORMANCE,1,it 's priced very reasonable and works very well right out of the box .,performance
LAPTOP#GENERAL,1,"nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours , or at the hotel taking care of some last minute details and documents .",general
LAPTOP#PORTABILITY,1,"nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours , or at the hotel taking care of some last minute details and documents .",portability
LAPTOP#MISCELLANEOUS,1,"nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours , or at the hotel taking care of some last minute details and documents .",miscellaneous
DISPLAY#QUALITY,-1,the screen/video resolution wo n't increase to a higher resolution then 1024 x 60,quality
DISPLAY#OPERATION_PERFORMANCE,0,"that being said , it still runs video in full screen decently .",performance
MULTIMEDIA_DEVICES#QUALITY,0,"the sound is a bit quiet if you 're on a plane , this can easily be overcome with a decent pair of head phones .",quality
LAPTOP#GENERAL,1,"bottom line , i doubt you 'd be overly disappointed if you invest in this machine .",general
LAPTOP#PRICE,-1,"yes , i thought the expese was a little much , but i now realize you get what you pay for .",price
LAPTOP#GENERAL,1,"yes , i thought the expese was a little much , but i now realize you get what you pay for .",general
LAPTOP#GENERAL,1,"i love my apple , it is quick and easy to use .",general
LAPTOP#OPERATION_PERFORMANCE,1,"i love my apple , it is quick and easy to use .",performance
LAPTOP#USABILITY,1,"i love my apple , it is quick and easy to use .",usability
SUPPORT#QUALITY,1,"i 've had to call apple support to set up my new printer and have had wonderful experiences with helpful , english speaking ( from vancouver ) techs that walked me through the processes to help me .",quality
LAPTOP#GENERAL,1,i ca n't say enough of how satisfied i am with their product and help aftermarket .,general
SUPPORT#QUALITY,1,i ca n't say enough of how satisfied i am with their product and help aftermarket .,quality
LAPTOP#GENERAL,1,money and time well spent !,general
LAPTOP#PRICE,1,money and time well spent !,price
LAPTOP#GENERAL,1,highly recommended !,general
LAPTOP#PRICE,1,the 13 '' macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product .,price
SHIPPING#PRICE,1,the 13 '' macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product .,price
LAPTOP#GENERAL,1,the 13 '' macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product .,general
LAPTOP#MISCELLANEOUS,1,"the macbook arrived in a nice twin packing and sealed in the box , all the functions works great .",miscellaneous
LAPTOP#OPERATION_PERFORMANCE,1,"the macbook arrived in a nice twin packing and sealed in the box , all the functions works great .",performance
MULTIMEDIA_DEVICES#QUALITY,-1,speakers does n't sound that great .,quality
LAPTOP#OPERATION_PERFORMANCE,1,"love the speed , especially !",performance
LAPTOP#GENERAL,1,so glad i decided to upgrade !,general
MOUSE#QUALITY,-1,"i 've owned this labtop for less then two months , already the mouse button has broke .",quality
SUPPORT#QUALITY,-1,"still under warrenty so called toshiba , no help at all .",quality
LAPTOP#QUALITY,-1,i 'm stuck w/ a broken computer .,quality
LAPTOP#GENERAL,-1,"will not buy another toshiba , this is my second , not happy w/ either .",general
